id,url,reposted,poster,reposts,comments,creat_at,text
'3552378899034237,http://api.t.sina.com.cn/2111736482/statuses/3552378899034237,数据挖掘_PHP,最爱阿尔帕西诺,0,0,2013-03-05 06:36:31,//@任勇_博士僧:m //@算文解字://@童小军_HD: Hadoop视频已经上传到百度网盘,同时视频下载地址已经更新到 EasyHadoop技术大学 页面。 http://t.cn/zY8JjWq
'3552375027316869,http://api.t.sina.com.cn/1628754745/statuses/3552375027316869,数据挖掘_PHP,Monash-搞数据的,0,0,2013-03-05 06:21:09,//@西祠响马: //@任勇_博士僧:m //@算文解字://@童小军_HD: Hadoop视频已经上传到百度网盘,同时视频下载地址已经更新到 EasyHadoop技术大学 页面。 http://t.cn/zY8JjWq
'3552372809074331,http://api.t.sina.com.cn/1190138021/statuses/3552372809074331,数据挖掘_PHP,赵俊利---宇初网络,1,0,2013-03-05 06:12:19,@任我行V @boen1984    //@西祠响马: //@任勇_博士僧:m //@算文解字://@童小军_HD: Hadoop视频已经上传到百度网盘,同时视频下载地址已经更新到 EasyHadoop技术大学 页面。 http://t.cn/zY8JjWq
'3552372808737422,http://api.t.sina.com.cn/1526024143/statuses/3552372808737422,数据挖掘_PHP,贤遇,1,0,2013-03-05 06:12:20,转发微博
'3552371315130187,http://api.t.sina.com.cn/1308432422/statuses/3552371315130187,数据挖掘_PHP,易冷天涯,0,0,2013-03-05 06:06:24,//@西祠响马://@任勇_博士僧:m //@算文解字://@童小军_HD: Hadoop视频已经上传到百度网盘,同时视频下载地址已经更新到 EasyHadoop技术大学 页面。 http://t.cn/zY8JjWq
'3552370426317245,http://api.t.sina.com.cn/2041028560/statuses/3552370426317245,数据挖掘_PHP,西祠响马,13,3,2013-03-05 06:02:52,//@任勇_博士僧:m //@算文解字://@童小军_HD: Hadoop视频已经上传到百度网盘,同时视频下载地址已经更新到 EasyHadoop技术大学 页面。 http://t.cn/zY8JjWq
'3552362054605885,http://api.t.sina.com.cn/1916861255/statuses/3552362054605885,数据挖掘_PHP,任勇_博士僧,10,2,2013-03-05 05:29:36,m //@算文解字://@童小军_HD: Hadoop视频已经上传到百度网盘,同时视频下载地址已经更新到 EasyHadoop技术大学 页面。 http://t.cn/zY8JjWq
'3552346921391153,http://api.t.sina.com.cn/2920065744/statuses/3552346921391153,数据挖掘_PHP,之歌itachi1984,0,0,2013-03-05 04:29:28,//@HOT_IDEAL: //@LAMP人: @阿里云，百度云，@许式伟
'3552331213325057,http://api.t.sina.com.cn/1692667884/statuses/3552331213325057,数据挖掘_PHP,DayBiAo,0,3,2013-03-05 03:27:03,//@gycheng: //@算文解字://@童小军_HD: Hadoop视频已经上传到百度网盘,同时视频下载地址已经更新到 EasyHadoop技术大学 页面。 http://t.cn/zY8JjWq
'3552330970535016,http://api.t.sina.com.cn/1402446903/statuses/3552330970535016,数据挖掘_PHP,gycheng,1,0,2013-03-05 03:26:04,//@算文解字://@童小军_HD: Hadoop视频已经上传到百度网盘,同时视频下载地址已经更新到 EasyHadoop技术大学 页面。 http://t.cn/zY8JjWq
'3552324423562797,http://api.t.sina.com.cn/2867879661/statuses/3552324423562797,数据挖掘_PHP,小诺_pinocchio,0,0,2013-03-05 03:00:04,mark //@算文解字://@童小军_HD: Hadoop视频已经上传到百度网盘,同时视频下载地址已经更新到 EasyHadoop技术大学 页面。 http://t.cn/zY8JjWq
'3552321885432296,http://api.t.sina.com.cn/1706740980/statuses/3552321885432296,数据挖掘_PHP,Benjamin-SUN,0,0,2013-03-05 02:49:59,//@算文解字: //@童小军_HD: Hadoop视频已经上传到百度网盘,同时视频下载地址已经更新到 EasyHadoop技术大学 页面。 http://t.cn/zY8JjWq
'3552320698638806,http://api.t.sina.com.cn/1884715211/statuses/3552320698638806,数据挖掘_PHP,算文解字,7,1,2013-03-05 02:45:16,//@童小军_HD: Hadoop视频已经上传到百度网盘,同时视频下载地址已经更新到 EasyHadoop技术大学 页面。 http://t.cn/zY8JjWq
'3552318433641057,http://api.t.sina.com.cn/2067263253/statuses/3552318433641057,数据挖掘_PHP,肖雨彤__llolsabella,0,0,2013-03-05 02:36:16,//@童小军_HD:Hadoop视频已经上传到百度网盘,同时视频下载地址已经更新到 EasyHadoop技术大学 页面。 http://t.cn/zY8JjWq
'3552315077845360,http://api.t.sina.com.cn/1660626430/statuses/3552315077845360,数据挖掘_PHP,流沙河鱼,0,0,2013-03-05 02:22:56,good//@童小军_HD:Hadoop视频已经上传到百度网盘,同时视频下载地址已经更新到 EasyHadoop技术大学 页面。 http://t.cn/zY8JjWq
'3552311240420947,http://api.t.sina.com.cn/1829614915/statuses/3552311240420947,数据挖掘_PHP,Sser_Beats,0,0,2013-03-05 02:07:41,感谢分享！ //@童小军_HD: Hadoop视频已经上传到百度网盘,同时视频下载地址已经更新到 EasyHadoop技术大学 页面。 http://t.cn/zY8JjWq
'3552310913619239,http://api.t.sina.com.cn/2597330784/statuses/3552310913619239,数据挖掘_PHP,饭饭牌饭饭,0,0,2013-03-05 02:06:23,//@梁斌penny:虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552310649002249,http://api.t.sina.com.cn/1641422615/statuses/3552310649002249,数据挖掘_PHP,童小军_HD,20,12,2013-03-05 02:05:19,Hadoop视频已经上传到百度网盘,同时视频下载地址已经更新到 EasyHadoop技术大学 页面。 http://t.cn/zY8JjWq
'3552293985260625,http://api.t.sina.com.cn/1790668075/statuses/3552293985260625,数据挖掘_PHP,放眼山外更青山,0,0,2013-03-05 00:59:03,P2P
'3552290197432515,http://api.t.sina.com.cn/1363189391/statuses/3552290197432515,数据挖掘_PHP,边缘IT人,0,1,2013-03-05 00:44:05,//@云泉微博:@盼盼508  //@vinW:开淘宝卖也可以。数据有偿分享也好//@童小军_HD: 这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。//@魔都帅帅: p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。
'3552285676198120,http://api.t.sina.com.cn/3108356601/statuses/3552285676198120,数据挖掘_PHP,pdssunny,0,0,2013-03-05 00:26:03,//@梁斌penny:虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552285160001780,http://api.t.sina.com.cn/1215077673/statuses/3552285160001780,数据挖掘_PHP,闻斯行猪,0,0,2013-03-05 00:24:02,哈哈，小军你太给力了！//@童小军_HD:这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。//@魔都帅帅: p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552282744654457,http://api.t.sina.com.cn/1894749741/statuses/3552282744654457,数据挖掘_PHP,听说你结婚啦,1,0,2013-03-05 00:14:25,支持 //@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552282622779897,http://api.t.sina.com.cn/1568382261/statuses/3552282622779897,数据挖掘_PHP,丫头3285,0,0,2013-03-05 00:13:54, //@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552278441123402,http://api.t.sina.com.cn/1652348983/statuses/3552278441123402,数据挖掘_PHP,闫钟峰,0,0,2013-03-04 23:57:20,//@山大蒋志方:[赞]
'3552277618565486,http://api.t.sina.com.cn/1650815844/statuses/3552277618565486,数据挖掘_PHP,可爱的胡胡,0,0,2013-03-04 23:54:03,//@梁斌penny:虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552275886882383,http://api.t.sina.com.cn/1973266505/statuses/3552275886882383,数据挖掘_PHP,似火繁星,0,0,2013-03-04 23:47:13,转发微博
'3552274906307135,http://api.t.sina.com.cn/2090814120/statuses/3552274906307135,数据挖掘_PHP,常立伟,0,0,2013-03-04 23:43:14,可以放到播布克
'3552274221394895,http://api.t.sina.com.cn/1879798982/statuses/3552274221394895,数据挖掘_PHP,liangyongjiang,0,0,2013-03-04 23:40:34,//@丛梓存: 转发微博
'3552273953287881,http://api.t.sina.com.cn/2804250725/statuses/3552273953287881,数据挖掘_PHP,琛琛小石匠,0,0,2013-03-04 23:39:30,//@vinW:开淘宝卖也可以。数据有偿分享也好//@童小军_HD: 这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。//@魔都帅帅: p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop
'3552272921453094,http://api.t.sina.com.cn/3062496252/statuses/3552272921453094,数据挖掘_PHP,大数据分析与挖掘,0,0,2013-03-04 23:35:23,支持！[威武]//@GBASE数据库: 转发微博
'3552272409277704,http://api.t.sina.com.cn/2045859001/statuses/3552272409277704,数据挖掘_PHP,刘宇波bobo,0,0,2013-03-04 23:33:23,//@偷蚊子的玩敏捷: 看好你哦//@高雪: @加萌哟
'3552272132685178,http://api.t.sina.com.cn/2518404195/statuses/3552272132685178,数据挖掘_PHP,GBASE数据库,2,1,2013-03-04 23:32:14,转发微博
'3552270333141669,http://api.t.sina.com.cn/1884825957/statuses/3552270333141669,数据挖掘_PHP,随机法师,0,1,2013-03-04 23:25:08,转发微博
'3552269351827865,http://api.t.sina.com.cn/1197414500/statuses/3552269351827865,数据挖掘_PHP,zbyuanzhen,0,0,2013-03-04 23:21:14,//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552269238310172,http://api.t.sina.com.cn/2294778393/statuses/3552269238310172,数据挖掘_PHP,huangxiaozhuo,0,0,2013-03-04 23:20:47,//@广州青驴户外: //@ETwise:哈哈，作品无处不泄漏啊
'3552268496768180,http://api.t.sina.com.cn/2589255764/statuses/3552268496768180,数据挖掘_PHP,还是地雷,0,0,2013-03-04 23:17:49,@童小军_HD 给我价钱和支付宝，我要买一份。@tinyfool //@vinW:开淘宝卖也可以。数据有偿分享也好//@童小军_HD: 这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。//@魔都帅帅: p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 
'3552267972548296,http://api.t.sina.com.cn/1916141554/statuses/3552267972548296,数据挖掘_PHP,G蜀黍48,0,0,2013-03-04 23:15:45,不明觉厉//@流血的娃娃:支持[good]可惜在下VPS不给力呀，求扩散！@G蜀黍48
'3552267414104936,http://api.t.sina.com.cn/1761583707/statuses/3552267414104936,数据挖掘_PHP,小飞鱼_露,0,0,2013-03-04 23:13:29,转发微博
'3552267355729440,http://api.t.sina.com.cn/1171835693/statuses/3552267355729440,数据挖掘_PHP,流血的娃娃,1,0,2013-03-04 23:13:16,支持[good]可惜在下VPS不给力呀，求扩散！@G蜀黍48
'3552267200171216,http://api.t.sina.com.cn/1722786854/statuses/3552267200171216,数据挖掘_PHP,喜欢吃,0,0,2013-03-04 23:12:41,//@朱旭琪: 虽然无机会玩Hadoop，还是要MARK一下。想起很早之前我把一个师兄毕业离校留下的2个G的考研真题答案文档（也不知道他从哪里积累的，什么学校都有囧），按学校年份专业标识分类好，放在网上免费分享，结果被某些人拿到某些社区用于收费了，还被打上满屏水印，严重影响阅读。。唉。
'3552266268932850,http://api.t.sina.com.cn/1821692277/statuses/3552266268932850,数据挖掘_PHP,future_age,0,0,2013-03-04 23:08:59,//@梁斌penny:虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552266025635288,http://api.t.sina.com.cn/2774218561/statuses/3552266025635288,数据挖掘_PHP,米汤008,0,1,2013-03-04 23:08:01,还有这事？@童小军_HD  //@童小军_HD:这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。//@魔都帅帅: p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552265929155007,http://api.t.sina.com.cn/1802175850/statuses/3552265929155007,数据挖掘_PHP,小米粒儿Tao,0,0,2013-03-04 23:07:37,支持开源
'3552265790985265,http://api.t.sina.com.cn/1418506751/statuses/3552265790985265,数据挖掘_PHP,冬日的阳光zy,0,0,2013-03-04 23:07:06,@微盘 赶紧的~~//@高峡之数据时代: 分享才是社交的实质，顶童总！//@童小军_HD: 这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。//@魔都帅帅: p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家
'3552265295743028,http://api.t.sina.com.cn/1883864570/statuses/3552265295743028,数据挖掘_PHP,BusinessInsight,0,0,2013-03-04 23:05:07,不明觉厉//@童小军_HD: 这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。//@魔都帅帅: p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552265249600364,http://api.t.sina.com.cn/1896490821/statuses/3552265249600364,数据挖掘_PHP,rickyliu1989,0,0,2013-03-04 23:04:53,[good]
'3552264914649474,http://api.t.sina.com.cn/1708790235/statuses/3552264914649474,数据挖掘_PHP,xcrossed,0,0,2013-03-04 23:03:36,//@ZoomQuiet:#是也乎#可以同视频网站合作独家什么的哪,,,//@vinW: 开淘宝卖也可以。数据有偿分享也好//@童小军_HD: 这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop
'3552264754616001,http://api.t.sina.com.cn/1883864570/statuses/3552264754616001,数据挖掘_PHP,BusinessInsight,0,0,2013-03-04 23:02:58,这个要顶起//@数据可视化Tableau: 赞！
'3552264751163031,http://api.t.sina.com.cn/1712209151/statuses/3552264751163031,数据挖掘_PHP,jason蛋,0,0,2013-03-04 23:02:57,mark
'3552264381279905,http://api.t.sina.com.cn/1081380021/statuses/3552264381279905,数据挖掘_PHP,sayyanfu,0,0,2013-03-04 23:01:29,转发微博
'3552264343526811,http://api.t.sina.com.cn/1701130571/statuses/3552264343526811,数据挖掘_PHP,gzyang43,0,0,2013-03-04 23:01:20,//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552263551320847,http://api.t.sina.com.cn/1866810597/statuses/3552263551320847,数据挖掘_PHP,小浩生活家,0,0,2013-03-04 22:58:11,分享了
'3552263513476273,http://api.t.sina.com.cn/3196853784/statuses/3552263513476273,数据挖掘_PHP,数据可视化Tableau,1,0,2013-03-04 22:58:01,赞！
'3552263094573167,http://api.t.sina.com.cn/1246524885/statuses/3552263094573167,数据挖掘_PHP,摩诘居士王维,0,0,2013-03-04 22:56:20,好人好事//@ETwise: 哈哈，作品无处不泄漏啊
'3552262808491712,http://api.t.sina.com.cn/1026148364/statuses/3552262808491712,数据挖掘_PHP,孟繁永,0,0,2013-03-04 22:55:13,那就放YouTube //@vinW:开淘宝卖也可以。数据有偿分享也好 //@童小军_HD: 这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。 //@魔都帅帅: p2p一下~ //@梁斌penny: 虽不清楚情况，但支持一下
'3552262531634882,http://api.t.sina.com.cn/2208321250/statuses/3552262531634882,数据挖掘_PHP,HOT_IDEAL,1,0,2013-03-04 22:54:08,//@LAMP人: @阿里云，百度云，@许式伟
'3552262493881963,http://api.t.sina.com.cn/1753055394/statuses/3552262493881963,数据挖掘_PHP,有文不艺,0,0,2013-03-04 22:54:00,@加百不会飞 //@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552262486144151,http://api.t.sina.com.cn/2864140044/statuses/3552262486144151,数据挖掘_PHP,山大蒋志方,2,1,2013-03-04 22:53:57,[赞]
'3552262447739053,http://api.t.sina.com.cn/1654661840/statuses/3552262447739053,数据挖掘_PHP,慕尼黑酒馆RB,0,0,2013-03-04 22:53:48,[mark] 你搜 Hadoop in Action, hadoop权威指南，hadoop Mapreduce cookbook //@曦_MADAO: @慕尼黑酒馆RB 实战HD//@vinW:回复@Easy:转 //@Easy:视频放优酷，文件放微盘就可以了吧 //@vinW:转 @easy SAE 上放不放得了哈？
'3552261831623229,http://api.t.sina.com.cn/1647202997/statuses/3552261831623229,数据挖掘_PHP,后知后觉的致豪,0,0,2013-03-04 22:51:21,//@丛梓存: 转发微博
'3552261420533438,http://api.t.sina.com.cn/1893488697/statuses/3552261420533438,数据挖掘_PHP,罗大维,0,0,2013-03-04 22:49:43,国内有没有开放的Hadoop 集群？//@童小军_HD: 这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。//@魔都帅帅: p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552261231767326,http://api.t.sina.com.cn/1729619045/statuses/3552261231767326,数据挖掘_PHP,智慧背囊飞,0,0,2013-03-04 22:48:56,太给力了，实时关注到底公开不？/@vinW: 开淘宝卖也可以。数据有偿分享也好//@童小军_HD: 这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。//@魔都帅帅: p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从。欢迎大家关注三月的EasyHadoop
'3552260774276559,http://api.t.sina.com.cn/2109016221/statuses/3552260774276559,数据挖掘_PHP,媛琼_,1,0,2013-03-04 22:47:06, //@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552260577831111,http://api.t.sina.com.cn/1706740980/statuses/3552260577831111,数据挖掘_PHP,Benjamin-SUN,0,0,2013-03-04 22:46:20,//@梁斌penny:虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552260300263721,http://api.t.sina.com.cn/1768295443/statuses/3552260300263721,数据挖掘_PHP,LAMP人,1,0,2013-03-04 22:45:15, @阿里云，百度云，@许式伟
'3552259650588694,http://api.t.sina.com.cn/1494744687/statuses/3552259650588694,数据挖掘_PHP,smart打字员,0,0,2013-03-04 22:42:40,可以放到优库之类网站的或者网盘，如果是真想无私分享。 //@梁斌penny:虽不清楚情况，但支持一下 //@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552259617030664,http://api.t.sina.com.cn/2322043670/statuses/3552259617030664,数据挖掘_PHP,Absolut朱炜立,0,0,2013-03-04 22:42:33,转发微博
'3552259298226421,http://api.t.sina.com.cn/1660626430/statuses/3552259298226421,数据挖掘_PHP,流沙河鱼,0,0,2013-03-04 22:41:17,//@童小军_HD: 这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。//@魔都帅帅: p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552259294422586,http://api.t.sina.com.cn/1400936805/statuses/3552259294422586,数据挖掘_PHP,ZoomQuiet,2,0,2013-03-04 22:41:14,#是也乎#可以同视频网站合作独家什么的哪,,,//@vinW: 开淘宝卖也可以。数据有偿分享也好//@童小军_HD: 这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop
'3552259117593197,http://api.t.sina.com.cn/2063557737/statuses/3552259117593197,数据挖掘_PHP,丛梓存,2,0,2013-03-04 22:40:32,转发微博
'3552258627454021,http://api.t.sina.com.cn/1403821510/statuses/3552258627454021,数据挖掘_PHP,豆囧豆,0,0,2013-03-04 22:38:36,顶起 开放之日请告知 谢谢//@童小军_HD: 这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。//@魔都帅帅: p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552258556127997,http://api.t.sina.com.cn/1638919381/statuses/3552258556127997,数据挖掘_PHP,YanGazda,0,0,2013-03-04 22:38:17,//@vinW:开淘宝卖也可以。数据有偿分享也好//@童小军_HD: 这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。//@魔都帅帅: p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop
'3552258443338870,http://api.t.sina.com.cn/1198150764/statuses/3552258443338870,数据挖掘_PHP,高峡之数据时代,1,0,2013-03-04 22:37:53,分享才是社交的实质，顶童总！//@童小军_HD: 这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。//@魔都帅帅: p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552258047919671,http://api.t.sina.com.cn/1658066713/statuses/3552258047919671,数据挖掘_PHP,赵乐天,0,1,2013-03-04 22:36:19,我有一台百兆带宽的机器可以分流 //@童小军_HD: 这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。//@魔都帅帅: p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的E
'3552258022750558,http://api.t.sina.com.cn/1762687261/statuses/3552258022750558,数据挖掘_PHP,偷蚊子的玩敏捷,1,2,2013-03-04 22:36:09,看好你哦//@高雪: @加萌哟
'3552257982207551,http://api.t.sina.com.cn/1771392202/statuses/3552257982207551,数据挖掘_PHP,朱旭琪,1,0,2013-03-04 22:36:00,虽然无机会玩Hadoop，还是要MARK一下。想起很早之前我把一个师兄毕业离校留下的2个G的考研真题答案文档（也不知道他从哪里积累的，什么学校都有囧），按学校年份专业标识分类好，放在网上免费分享，结果被某些人拿到某些社区用于收费了，还被打上满屏水印，严重影响阅读。。唉。
'3552257876189058,http://api.t.sina.com.cn/1876657081/statuses/3552257876189058,数据挖掘_PHP,即将老男孩,0,0,2013-03-04 22:35:37,转发微博
'3552257699751400,http://api.t.sina.com.cn/1721371132/statuses/3552257699751400,数据挖掘_PHP,云泉微博,1,0,2013-03-04 22:34:56, @盼盼508  //@vinW:开淘宝卖也可以。数据有偿分享也好//@童小军_HD: 这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。//@魔都帅帅: p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的
'3552257569974301,http://api.t.sina.com.cn/1214621502/statuses/3552257569974301,数据挖掘_PHP,雪山肥熊,0,0,2013-03-04 22:34:23,//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552257314484717,http://api.t.sina.com.cn/2261889254/statuses/3552257314484717,数据挖掘_PHP,涂糊民工,0,0,2013-03-04 22:33:23,//@梁斌penny:虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552257293507130,http://api.t.sina.com.cn/1541603965/statuses/3552257293507130,数据挖掘_PHP,vinW,7,3,2013-03-04 22:33:20,开淘宝卖也可以。数据有偿分享也好//@童小军_HD: 这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。//@魔都帅帅: p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop
'3552257020712464,http://api.t.sina.com.cn/2008080057/statuses/3552257020712464,数据挖掘_PHP,上海乌青块,0,0,2013-03-04 22:32:12,谢谢分享，但是也要学习如何防止被盗啊！请参考www.vtc.com
'3552256929025749,http://api.t.sina.com.cn/1939800450/statuses/3552256929025749,数据挖掘_PHP,脆皮软心壮壮,0,2,2013-03-04 22:31:52, @吴昊8736 学习学习
'3552256764573246,http://api.t.sina.com.cn/1641422615/statuses/3552256764573246,数据挖掘_PHP,童小军_HD,9,11,2013-03-04 22:31:13,这部分视频是,我和刘刚老师共同录制的。具体开放形式我们内部商量商量。//@魔都帅帅: p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552256668348758,http://api.t.sina.com.cn/1404601825/statuses/3552256668348758,数据挖掘_PHP,陈阿荣,0,0,2013-03-04 22:30:49,支持 //@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552256408271304,http://api.t.sina.com.cn/1056681340/statuses/3552256408271304,数据挖掘_PHP,魔都帅帅,1,1,2013-03-04 22:29:48,p2p一下~//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552256396157793,http://api.t.sina.com.cn/1346984584/statuses/3552256396157793,数据挖掘_PHP,曦_MADAO,1,1,2013-03-04 22:29:45,@慕尼黑酒馆RB 实战HD//@vinW:回复@Easy:转 //@Easy:视频放优酷，文件放微盘就可以了吧 //@vinW:转 @easy SAE 上放不放得了哈？
'3552256366323290,http://api.t.sina.com.cn/1771395810/statuses/3552256366323290,数据挖掘_PHP,徐老诚实,0,0,2013-03-04 22:29:39,支持//@梁斌penny: 虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
'3552256131845456,http://api.t.sina.com.cn/2839172895/statuses/3552256131845456,数据挖掘_PHP,today-tomorrow2010,0,0,2013-03-04 22:28:39,//@梁斌penny:虽不清楚情况，但支持一下//@童小军_HD: 从开源中来,到开源中去。EasyHadoop 成长要做的事情还太多。欢迎大家关注三月的EasyHadoop 第八次聚会。
